order_id,partner_id,base_pay,incentive,earning,late_penalty,complaint_raised,complaint_reason
O50616,P2290,35,20,110.06,10,No,
O50617,P2039,25,0,115.81,0,No,
O50618,P2163,40,0,90.73,0,No,
O50619,P2097,30,0,69.24,20,No,
O50620,P2226,40,50,123.13999999999999,10,No,
O50621,P2152,30,50,91.37,0,No,
O50622,P2257,25,0,28.490000000000002,20,No,
O50623,P2204,40,20,111.41,0,Yes,Late Delivery
O50624,P2022,35,0,68.4,0,No,
O50625,P2115,35,0,50.58,10,Yes,Late Delivery
O50626,P2169,35,10,118.88999999999999,10,No,
O50627,P2167,40,10,115.47,0,Yes,Rude Behavior
O50628,P2095,30,10,115.55,0,No,
O50629,P2056,35,20,101.3,0,No,
O50630,P2032,25,0,106.42,20,No,
O50631,P2167,40,10,121.43,0,No,
O50632,P2124,35,0,64.24,0,Yes,Rude Behavior
O50633,P2202,40,10,105.12,0,No,
O50634,P2279,35,0,101.82,0,No,
O50635,P2154,25,10,48.4,0,No,
O50636,P2072,25,0,61.37,0,No,
O50637,P2203,25,20,31.700000000000003,20,No,
O50638,P2106,35,50,163.65,10,No,
O50639,P2024,35,10,60.040000000000006,20,No,
O50640,P2187,40,10,73.37,0,No,
O50641,P2186,35,10,72.0,20,No,
O50642,P2130,25,50,106.64,10,No,
O50643,P2007,30,0,98.49,0,No,
O50644,P2169,30,10,135.31,10,No,
O50645,P2108,35,0,75.77,0,Yes,Wrong Order
O50646,P2293,40,50,134.55,0,No,
O50647,P2234,25,10,114.29,0,No,
O50648,P2054,35,50,157.94,0,No,
O50649,P2256,30,10,57.79,0,No,
O50650,P2214,30,0,53.98,0,No,
O50651,P2021,30,50,135.74,0,No,
O50652,P2221,25,0,65.04,0,No,
O50653,P2242,25,0,91.88,0,No,
O50654,P2039,40,10,77.26,10,Yes,Wrong Order
O50655,P2291,25,10,77.35,0,Yes,Rude Behavior
O50656,P2195,35,10,95.07,20,No,
O50657,P2270,30,0,53.78,0,Yes,Late Delivery
O50658,P2141,30,50,109.25,10,Yes,Late Delivery
O50659,P2272,40,0,54.1,0,No,
O50660,P2003,25,10,118.37,0,No,
O50661,P2228,25,0,78.76,10,No,
O50662,P2129,40,10,95.99,0,No,
O50663,P2288,25,10,52.07,0,No,
O50664,P2061,35,10,56.58,10,No,
O50665,P2096,35,10,106.76,10,Yes,Late Delivery
O50666,P2168,thirty,0,108.71,0,No,
O50667,P2293,25,50,130.09,20,Yes,Late Delivery
O50668,P2162,25,20,60.870000000000005,10,No,
O50669,P2137,25,0,74.77,10,Yes,
O50670,P2241,40,50,86.61,20,No,
O50671,P2020,25,10,120.55,0,Yes,Late Delivery
O50672,P2289,25,10,80.45,0,Yes,
O50673,P2048,35,0,74.25,0,No,
O50674,P2053,25,10,47.97,0,No,
O50675,P2157,35,0,111.37,20,Yes,Rude Behavior
O50676,P2210,25,10,90.46,10,No,
O50677,P2296,35,0,47.16,0,No,
O50678,P2278,40,0,116.6,10,No,
O50679,P2039,25,0,35.57,20,No,
O50680,P2086,25,20,46.41,20,No,
O50681,P2092,35,50,,0,No,
O50682,P2139,40,10,89.55,20,No,
O50683,P2077,35,10,92.0,10,No,
O50684,P2117,35,0,91.84,0,No,
O50685,P2095,40,50,104.85,10,No,
O50686,P2225,35,50,124.68,10,Yes,Wrong Order
O50687,P2257,30,20,70.92,20,No,
O50688,P2116,25,20,133.01,0,No,
O50689,P2245,30,20,128.3,0,No,
O50690,P2007,30,10,67.56,0,No,
O50691,P2075,35,10,126.85,0,No,
O50692,P2012,25,0,48.34,0,Yes,Wrong Order
O50693,P2286,25,10,57.519999999999996,10,No,
O50694,P2003,30,0,50.69,20,No,
O50695,P2170,30,0,48.45,0,Yes,Wrong Order
O50696,P2082,40,10,112.5,0,No,
O50697,P2275,30,10,73.35,10,No,
O50698,P2034,25,20,116.33,0,No,
O50699,P2122,40,0,66.87,0,No,
O50700,P2298,30,20,105.04,0,No,
O50701,P2208,25,10,50.17,10,Yes,Late Delivery
O50702,P2147,35,20,110.71,0,Yes,Late Delivery
O50703,P2206,30,10,88.58,0,Yes,No Show
O50704,P2004,25,20,64.49,0,No,
O50705,P2085,40,10,105.69,0,No,
O50706,P2071,25,10,42.92,10,No,
O50707,P2199,40,0,61.55,0,No,
O50708,P2091,30,10,76.91,10,Yes,Rude Behavior
O50709,P2063,40,0,98.44,0,No,
O50710,P2041,30,50,85.92,0,Yes,Rude Behavior
O50711,P2031,25,0,81.59,0,No,
O50712,P2223,35,10,77.46,10,No,
O50713,P2022,25,0,66.53,10,Yes,Late Delivery
O50714,P2208,25,20,115.47,0,No,
O50715,P2012,35,0,47.14,10,No,
O50716,P2021,35,0,64.36,20,No,
O50717,P2023,30,20,45.69,10,No,
O50718,P2055,30,0,133.12,0,No,
O50719,P2135,35,10,55.91,0,No,
O50720,P2115,35,20,67.85,0,No,
O50721,P2003,30,20,97.45,0,No,
O50722,P2080,25,10,23.619999999999997,20,Yes,Late Delivery
O50723,P2008,35,0,87.99,20,No,
O50724,P2231,35,0,104.75,10,No,
O50725,P2137,40,10,96.5,0,No,
O50726,P2047,30,0,122.75,0,No,
O50727,P2128,25,10,110.11,0,No,
O50728,P2213,40,10,65.69,0,No,
O50729,P2153,25,0,103.14,10,No,
O50730,P2124,30,0,56.27,0,No,
O50731,P2264,35,0,50.28,0,No,
O50732,P2123,35,10,70.64,20,No,
O50733,P2179,30,10,47.45,0,No,
O50734,P2276,40,20,107.01,0,No,
O50735,P2158,35,0,60.05,10,No,
O50736,P2143,40,0,92.42,0,No,
O50737,P2297,35,10,119.81,0,Yes,Late Delivery
O50738,P2015,35,0,59.34,10,Yes,No Show
O50739,P2284,30,20,38.7,20,No,
O50740,P2098,25,10,121.03,10,Yes,Wrong Order
O50741,P2058,25,10,94.71,0,No,
O50742,P2166,40,20,91.47,20,Yes,Late Delivery
O50743,P2143,40,10,64.45,10,No,
O50744,P2281,30,0,78.35,0,No,
O50745,P2058,30,50,111.35,0,No,
O50746,P2275,25,50,101.56,10,No,
O50747,P2259,40,20,132.06,0,No,
O50748,P2250,25,0,40.41,10,No,
O50749,P2064,25,20,122.63,0,Yes,Late Delivery
O50750,P2204,25,20,86.67,0,No,
O50751,P2093,40,10,83.4,0,No,
O50752,P2248,25,0,131.62,0,Yes,Rude Behavior
O50753,P2246,40,20,105.06,10,No,
O50754,P2030,35,0,49.77,10,No,
O50755,P2023,30,0,70.59,10,No,
O50756,P2269,30,0,36.39,0,No,
O50757,P2263,40,0,38.9,20,Yes,Late Delivery
O50758,P2291,25,10,118.78,10,No,
O50759,P2136,40,50,134.4,10,No,
O50760,P2249,40,50,151.33,10,No,
O50761,P2157,30,0,149.21,0,No,
O50762,P2273,30,10,107.47,0,No,
O50763,P2003,40,10,110.63,0,No,
O50764,P2105,25,10,110.43,0,No,
O50765,P2196,25,10,74.03,10,Yes,Late Delivery
O50766,P2258,35,0,61.05,20,No,
O50767,P2288,25,0,98.45,0,No,
O50768,P2128,35,10,92.74,10,No,
O50769,P2171,35,0,100.61,0,No,
O50770,P2120,25,20,120.77,0,No,
O50771,P2280,30,0,119.13,0,No,
O50772,P2133,30,10,50.290000000000006,20,No,
O50773,P2294,30,20,117.83,0,No,
O50774,P2079,30,0,79.42,10,No,
O50775,P2199,30,10,127.44,0,Yes,Wrong Order
O50776,P2116,25,10,94.8,0,No,
O50777,P2053,35,20,121.13,10,No,
O50778,P2051,40,20,104.48,20,No,
O50779,P2068,35,20,96.48,0,No,
O50780,P2290,25,10,107.05,10,Yes,No Show
O50781,P2165,25,10,65.34,0,No,
O50782,P2005,25,10,57.38,0,No,
O50783,P2176,25,0,76.15,0,No,
O50784,P2260,40,0,121.61,0,No,
O50785,P2100,35,20,139.43,0,No,
O50786,P2171,35,50,114.79,0,No,
O50787,P2295,30,20,103.66,0,No,
O50788,P2261,25,0,56.43,0,No,
O50789,P2219,30,20,104.69,0,No,
O50790,P2169,30,20,121.84,10,No,
O50791,P2092,30,0,99.38,0,No,
O50792,P2102,40,0,75.98,0,No,
O50793,P2130,25,50,125.34,0,No,
O50794,P2068,35,50,156.13,0,No,
O50795,P2120,35,0,77.47,0,No,
O50796,P2214,30,0,116.29,0,No,
O50797,P2234,35,0,48.32,0,No,
O50798,P2164,35,50,83.5,20,No,
O50799,P2236,35,0,50.48,0,No,
O50800,P2147,25,20,96.1,0,No,
O50801,P2284,30,20,61.25,20,No,
O50802,P2200,30,0,73.77,0,No,
O50803,P2267,35,0,66.45,0,No,
O50804,P2015,35,10,96.44,0,No,
O50805,P2245,25,10,118.18,0,No,
O50806,P2201,35,10,76.42,10,Yes,Wrong Order
O50807,P2054,30,0,46.78,0,No,
O50808,P2149,35,10,59.959999999999994,20,No,
O50809,P2237,40,10,51.379999999999995,20,No,
O50810,P2174,25,0,37.14,0,No,
O50811,P2107,40,20,74.51,0,No,
O50812,P2225,30,50,140.61,0,No,
O50813,P2295,30,20,94.6,0,No,
O50814,P2211,30,20,122.1,0,No,
O50815,P2158,30,0,44.11,0,Yes,Rude Behavior
O50816,P2165,40,0,28.17,20,Yes,No Show
O50817,P2190,40,0,64.64,10,No,
O50818,P2246,30,0,67.38,20,No,
O50819,P2264,40,20,118.42,0,No,
O50820,P2120,40,10,63.82,0,No,
O50821,P2041,35,10,92.87,20,Yes,Rude Behavior
O50822,P2166,30,20,64.57,0,No,
O50823,P2178,30,0,74.19,0,No,
O50824,P2228,25,20,83.06,0,No,
O50825,P2272,25,20,55.709999999999994,10,No,
O50826,P2018,25,0,68.83,0,Yes,Late Delivery
O50827,P2233,40,50,153.69,0,No,
O50828,P2112,30,0,126.19,0,Yes,Wrong Order
O50829,P2094,35,20,79.23,0,No,
O50830,P2043,30,10,82.58,0,No,
O50831,P2053,40,20,113.05,0,No,
O50832,P2212,25,0,90.3,0,No,
O50833,P2242,35,0,61.64,0,No,
O50834,P2003,35,50,150.83,10,No,
O50835,P2042,30,20,107.3,0,No,
O50836,P2212,30,0,103.57,20,Yes,Late Delivery
O50837,P2286,25,0,119.89,0,Yes,Late Delivery
O50838,P2100,35,10,125.71,0,No,
O50839,P2104,35,10,77.9,0,No,
O50840,P2053,35,0,72.01,10,No,
O50841,P2092,40,10,80.03,0,No,
O50842,P2208,35,10,132.45,0,No,
O50843,P2142,35,0,62.76,0,No,
O50844,P2258,25,20,43.07,10,No,
O50845,P2211,30,20,138.14,10,No,
O50846,P2142,40,20,100.87,0,No,
O50847,P2025,35,0,120.47,0,No,
O50848,P2186,40,10,97.8,0,No,
O50849,P2168,25,10,53.29,0,Yes,Wrong Order
O50850,P2058,25,20,62.41,0,No,
O50851,P2286,30,20,104.44,10,No,
O50852,P2006,30,0,71.75,10,No,
O50853,P2199,30,0,76.52,10,Yes,Late Delivery
O50854,P2000,30,0,37.8,0,No,
O50855,P2299,30,20,63.33,0,No,
O50856,P2290,25,10,46.95,10,No,
O50857,P2233,40,10,102.99,0,No,
O50858,P2231,40,0,91.45,0,Yes,Late Delivery
O50859,P2054,35,0,82.98,0,Yes,Rude Behavior
O50860,P2265,35,0,37.21,10,No,
O50861,P2267,35,50,104.5,10,No,
O50862,P2107,40,0,66.4,0,No,
O50863,P2092,40,10,99.29,0,No,
O50864,P2263,30,50,141.91,0,Yes,Late Delivery
O50865,P2204,40,20,138.04,0,No,
O50866,P2003,40,10,70.12,0,No,
O50867,P2024,40,0,65.22,10,Yes,No Show
O50868,P2259,30,50,168.24,0,Yes,Wrong Order
O50869,P2050,35,0,121.1,0,No,
O50870,P2029,25,10,45.46,0,No,
O50871,P2131,30,0,88.16,0,No,
O50872,P2057,35,0,101.04,10,No,
O50873,P2006,40,10,67.7,0,No,
O50874,P2008,35,50,135.84,10,No,
O50875,P2275,30,20,58.53,0,Yes,Rude Behavior
O50876,P2203,35,0,103.95,10,No,
O50877,P2051,40,10,57.14,10,No,
O50878,P2056,25,0,93.28,0,Yes,Late Delivery
O50879,P2005,40,20,110.66,10,No,
O50880,P2055,30,50,130.89,0,No,
O50881,P2112,25,10,52.29,10,No,
O50882,P2222,40,20,84.98,10,No,
O50883,P2285,35,10,153.98,10,Yes,Rude Behavior
O50884,P2108,30,0,47.34,0,No,
O50885,P2034,25,10,93.84,0,No,
O50886,P2060,40,0,52.53,20,Yes,Rude Behavior
O50887,P2079,25,10,87.25,0,No,
O50888,P2075,25,20,71.29,10,No,
O50889,P2233,30,10,144.82,0,No,
O50890,P2135,25,10,57.11,0,No,
O50891,P2196,40,10,68.79,0,Yes,Late Delivery
O50892,P2156,30,10,72.24,0,No,
O50893,P2139,25,10,61.24,0,No,
O50894,P2023,30,0,65.09,0,No,
O50895,P2222,40,0,59.33,10,Yes,Rude Behavior
O50896,P2150,30,0,44.87,0,No,
O50897,P2270,35,50,142.7,0,No,
O50898,P2176,40,0,83.12,0,No,
O50899,P2203,35,20,90.51,10,No,
O50900,P2081,35,20,88.97,0,No,
O50901,P2051,25,10,61.5,20,No,
O50902,P2299,30,0,116.05,0,No,
O50903,P2252,25,50,140.58,0,No,
O50904,P2003,40,0,94.38,0,Yes,Late Delivery
O50905,P2161,30,10,146.18,0,Yes,Wrong Order
O50906,P2025,25,0,45.93,0,No,
O50907,P2108,25,10,115.94,0,Yes,Wrong Order
O50908,P2095,30,10,52.3,0,No,
O50909,P2170,40,10,83.86,0,No,
O50910,P2274,35,0,105.53,0,No,
O50911,P2200,25,10,60.89,10,No,
O50912,P2265,35,0,44.74,0,No,
O50913,P2178,35,20,132.06,0,No,
O50914,P2082,25,10,141.17,0,No,
O50915,P2174,25,10,83.57,0,No,
O50916,P2116,40,10,61.34,0,No,
O50917,P2241,25,50,100.22,0,No,
O50918,P2144,35,0,104.61,0,No,
O50919,P2218,35,10,93.15,10,No,
O50920,P2254,35,0,37.99,10,No,
O50921,P2190,35,0,104.21,0,No,
O50922,P2255,35,50,213.02,0,No,
O50923,P2181,40,10,66.52,10,Yes,Late Delivery
O50924,P2200,40,0,94.94,0,No,
O50925,P2053,35,10,107.03,0,No,
O50926,P2100,40,0,75.15,0,No,
O50927,P2241,40,50,109.61,10,No,
O50928,P2018,30,20,87.73,0,No,
O50929,P2140,40,0,91.4,0,No,
O50930,P2025,25,0,46.91,0,No,
O50931,P2197,30,0,95.73,0,No,
O50932,P2073,35,50,92.88,0,No,
O50933,P2023,40,10,100.93,0,No,
O50934,P2130,35,0,44.68000000000001,20,No,
O50935,P2249,25,0,78.38,0,No,
O50936,P2280,30,10,82.32,20,No,
O50937,P2118,30,0,67.48,20,No,
O50938,P2012,30,10,78.46,0,No,
O50939,P2028,30,10,85.42,0,No,
O50940,P2231,40,0,75.93,0,No,
O50941,P2031,25,0,51.56,0,No,
O50942,P2033,30,10,102.12,0,No,
O50943,P2099,30,10,140.91,0,No,
O50944,P2123,25,0,73.51,10,Yes,Wrong Order
O50945,P2267,30,50,74.01,10,No,
O50946,P2114,35,10,100.27,0,No,
O50947,P2071,25,20,73.83,0,No,
O50948,P2279,25,50,159.81,0,Yes,No Show
O50949,P2117,40,20,171.29,0,No,
O50950,P2158,35,0,131.92,0,No,
O50951,P2285,35,0,56.81999999999999,20,No,
O50952,P2116,30,20,103.32,0,No,
O50953,P2259,40,20,76.76,0,No,
O50954,P2195,30,50,114.16,0,No,
O50955,P2274,30,50,88.51,0,Yes,Rude Behavior
O50956,P2002,25,10,69.9,10,Yes,Late Delivery
O50957,P2108,35,0,54.89,20,No,
O50958,P2256,35,0,103.88,0,No,
O50959,P2068,35,0,82.79,0,No,
O50960,P2113,40,10,89.77,20,No,
O50961,P2101,40,10,132.28,0,No,
O50962,P2004,35,0,62.78,20,No,
O50963,P2281,30,10,90.6,0,No,
O50964,P2009,30,0,36.25,0,Yes,Late Delivery
O50965,P2063,35,20,171.25,0,No,
O50966,P2012,25,10,87.75,0,No,
O50967,P2227,35,0,60.53,10,Yes,No Show
O50968,P2272,40,0,75.22,0,No,
O50969,P2139,30,0,91.13,0,No,
O50970,P2097,35,0,103.5,0,No,
O50971,P2039,40,0,71.33,0,No,
O50972,P2013,40,10,101.38,0,No,
O50973,P2043,35,20,135.26,0,Yes,Rude Behavior
O50974,P2186,25,10,37.89,10,No,
O50975,P2207,40,0,92.18,10,No,
O50976,P2001,25,0,29.200000000000003,10,No,
O50977,P2027,40,20,123.73,0,Yes,Late Delivery
O50978,P2288,25,0,92.84,0,Yes,No Show
O50979,P2082,25,10,87.11,0,Yes,Late Delivery
O50980,P2048,25,50,126.5,0,No,
O50981,P2054,25,0,92.27,0,Yes,Wrong Order
O50982,P2031,35,0,81.87,0,No,
O50983,P2131,30,0,77.8,0,No,
O50984,P2088,35,0,51.8,0,No,
O50985,P2264,30,20,125.32,20,Yes,
O50986,P2091,30,0,39.84,0,No,
O50987,P2019,35,50,101.96,0,No,
O50988,P2105,40,10,73.14,0,No,
O50989,P2105,25,10,37.77,10,No,
O50990,P2234,40,50,113.02,0,Yes,Late Delivery
O50991,P2243,40,0,65.32,20,Yes,No Show
O50992,P2251,30,20,107.71,0,No,
O50993,P2054,35,10,97.4,0,Yes,Late Delivery
O50994,P2192,40,10,60.42,0,No,
O50995,P2112,40,50,132.31,10,No,
O50996,P2098,40,50,85.65,20,No,
O50997,P2256,35,50,144.73,20,No,
O50998,P2099,30,0,85.69,0,No,
O50999,P2109,35,10,54.56,10,No,
O51000,P2055,35,10,78.1,0,No,
O51001,P2200,35,0,88.8,0,No,
O51002,P2278,30,0,57.43,0,Yes,Wrong Order
O51003,P2204,40,0,84.25,20,No,
O51004,P2287,40,0,45.75,0,No,
O51005,P2195,40,20,132.06,0,No,
O51006,P2218,35,50,104.91,0,No,
O51007,P2020,30,0,66.99,0,No,
O51008,P2050,30,10,80.31,0,No,
O51009,P2204,40,0,91.71,10,No,
O51010,P2238,30,10,85.12,0,No,
O51011,P2043,35,20,167.92,0,No,
O51012,P2273,35,20,86.41,0,No,
O51013,P2016,30,20,69.15,0,No,
O51014,P2058,25,0,79.73,0,No,
O51015,P2075,25,0,18.22,20,No,
O51016,P2294,30,0,116.5,0,Yes,No Show
O51017,P2238,40,20,90.82,10,Yes,Rude Behavior
O51018,P2234,30,10,62.45,0,Yes,Rude Behavior
O51019,P2183,40,20,67.0,0,No,
O51020,P2016,40,20,80.13,0,Yes,Late Delivery
O51021,P2196,35,10,59.7,0,Yes,Wrong Order
O51022,P2184,35,0,73.21,0,Yes,Late Delivery
O51023,P2005,40,20,85.57,10,No,
O51024,P2139,30,0,96.34,0,No,
O51025,P2123,30,0,71.3,10,Yes,Late Delivery
O51026,P2236,25,50,106.99,0,Yes,Rude Behavior
O51027,P2121,25,0,45.72,10,No,
O51028,P2275,40,0,74.2,0,No,
O51029,P2262,35,0,89.71,0,No,
O51030,P2182,25,50,140.02,10,No,
O51031,P2225,25,0,53.44,10,No,
O51032,P2272,35,0,53.2,0,Yes,Wrong Order
O51033,P2111,40,50,110.1,0,No,
O51034,P2004,25,0,53.14,0,No,
O51035,P2126,30,20,62.980000000000004,10,No,
O51036,P2193,25,10,41.7,20,No,
O51037,P2271,40,10,55.81,20,No,
O51038,P2251,40,0,48.42,0,Yes,Late Delivery
O51039,P2069,40,0,100.04,0,No,
O51040,P2041,40,0,124.13,0,Yes,No Show
O51041,P2167,25,0,51.870000000000005,20,No,
O51042,P2073,40,0,51.89,0,No,
O51043,P2289,25,20,76.36,0,No,
O51044,P2053,25,50,104.88,10,No,
O51045,P2080,30,20,65.81,20,No,
O51046,P2125,30,0,99.77,10,No,
O51047,P2198,35,0,94.52,0,No,
O51048,P2132,40,20,93.91,10,No,
O51049,P2018,35,20,107.9,0,No,
O51050,P2204,30,10,121.22,0,No,
O51051,P2005,40,20,113.97,0,No,
O51052,P2039,25,50,159.39,0,No,
O51053,P2152,30,0,89.8,20,No,
O51054,P2240,40,20,148.65,0,Yes,Rude Behavior
O51055,P2084,40,10,69.11,10,No,
O51056,P2237,25,50,141.08,0,No,
O51057,P2231,25,0,57.06999999999999,10,No,
O51058,P2223,30,0,61.620000000000005,10,Yes,Wrong Order
O51059,P2119,35,20,133.22,0,Yes,Late Delivery
O51060,P2120,35,10,100.92,0,No,
O51061,P2190,25,20,69.79,20,No,
O51062,P2229,35,20,84.44,0,No,
O51063,P2235,40,0,92.36,10,No,
O51064,P2186,25,10,73.54,0,No,
O51065,P2065,35,10,151.81,0,No,
O51066,P2277,30,10,104.9,0,No,
O51067,P2117,35,0,87.98,10,No,
O51068,P2019,35,0,91.71,0,No,
O51069,P2155,30,10,54.0,0,No,
O51070,P2091,25,0,81.72,20,No,
O51071,P2072,30,20,100.11,0,No,
O51072,P2100,35,0,54.69,0,Yes,Late Delivery
O51073,P2145,35,20,61.34,20,Yes,Late Delivery
O51074,P2079,25,10,56.18,0,No,
O51075,P2281,25,0,34.74,0,No,
O51076,P2148,35,10,45.26,10,No,
O51077,P2055,40,0,70.55,0,No,
O51078,P2057,25,50,87.21,0,No,
O51079,P2003,35,0,43.88,10,No,
O51080,P2268,35,10,59.56,20,No,
O51081,P2045,25,20,131.54,0,No,
O51082,P2280,35,20,75.24,0,No,
O51083,P2104,25,50,86.9,20,No,
O51084,P2229,40,10,111.56,0,No,
O51085,P2237,35,0,51.82,10,No,
O51086,P2025,40,0,109.96,10,No,
O51087,P2129,40,20,147.24,0,No,
O51088,P2065,35,0,92.69,20,No,
O51089,P2088,30,0,84.61,0,No,
O51090,P2032,35,0,129.86,0,No,
O51091,P2024,40,20,148.41,20,No,
O51092,P2206,35,0,90.49,0,No,
O51093,P2255,35,0,83.32,0,No,
O51094,P2088,40,10,55.489999999999995,20,Yes,Rude Behavior
O51095,P2099,35,10,60.95,20,Yes,Rude Behavior
O51096,P2206,35,50,110.01,0,No,
O51097,P2139,35,10,82.88,0,No,
O51098,P2158,25,0,54.75,0,No,
O51099,P2255,35,10,53.88,0,No,
O51100,P2203,25,20,66.94,0,No,
O51101,P2272,25,0,92.25,0,Yes,Rude Behavior
O51102,P2183,25,10,92.32,0,No,
O51103,P2198,40,0,62.31,0,No,
O51104,P2026,35,20,97.96,20,No,
O51105,P2183,30,10,117.48,10,Yes,Wrong Order
O51106,P2277,25,0,48.66,0,No,
O51107,P2199,30,10,64.22,10,No,
O51108,P2061,30,10,53.94,0,No,
O51109,P2023,25,20,72.25,20,No,
O51110,P2118,30,10,108.96000000000001,20,No,
O51111,P2060,25,20,96.43,10,No,
O51112,P2296,25,0,32.69,0,No,
O51113,P2249,25,0,54.6,0,No,
O51114,P2167,35,10,102.05,10,No,
O51115,P2170,25,0,38.13,0,No,
O51116,P2242,25,0,56.08,10,No,
O51117,P2064,25,20,78.66,10,No,
O51118,P2126,35,20,131.6,0,No,
O51119,P2166,40,0,48.09,0,No,
O51120,P2142,40,0,58.49,0,Yes,Late Delivery
O51121,P2145,30,50,146.89,0,No,
O51122,P2026,25,0,70.16,0,No,
O51123,P2051,25,0,39.93,20,No,
O51124,P2131,35,50,95.03,0,No,
O51125,P2269,35,50,109.32,20,No,
O51126,P2008,40,0,104.43,20,Yes,Late Delivery
O51127,P2025,30,10,130.88,20,No,
O51128,P2263,35,50,118.28,0,No,
O51129,P2206,25,10,65.01,0,Yes,Late Delivery
O51130,P2062,30,0,60.290000000000006,10,No,
O51131,P2213,25,10,48.36,20,No,
O51132,P2222,35,20,84.81,0,No,
O51133,P2080,40,0,84.56,10,No,
O51134,P2034,35,10,124.87,0,No,
O51135,P2242,30,0,129.58,0,No,
O51136,P2157,40,0,57.61,0,No,
O51137,P2290,25,0,32.89,0,No,
O51138,P2031,30,0,16.729999999999997,20,No,
O51139,P2290,40,0,85.74,0,No,
O51140,P2215,30,50,124.29,0,No,
O51141,P2253,25,0,66.03,0,No,
O51142,P2281,30,10,76.5,0,No,
O51143,P2079,35,0,39.22,10,No,
O51144,P2272,35,10,96.36,0,No,
O51145,P2284,25,0,31.07,20,No,
O51146,P2067,35,20,112.48,10,No,
O51147,P2186,30,50,185.2,0,No,
O51148,P2148,40,0,125.22999999999999,10,No,
O51149,P2034,30,0,85.45,0,No,
O51150,P2166,40,50,103.83,0,Yes,Wrong Order
O51151,P2202,35,0,59.44,0,Yes,Rude Behavior
O51152,P2031,25,10,55.22,20,No,
O51153,P2268,25,0,42.42,0,No,
O51154,P2040,35,10,68.6,0,Yes,Rude Behavior
O51155,P2252,40,10,91.94,0,Yes,Late Delivery
O51156,P2175,35,0,62.14,10,No,
O51157,P2124,35,50,143.03,10,No,
O51158,P2107,40,0,58.05,0,No,
O51159,P2232,25,0,91.03,0,No,
O51160,P2199,40,0,58.64,0,No,
O51161,P2172,40,10,91.97,10,No,
O51162,P2206,40,10,52.25,10,No,
O51163,P2108,25,0,95.0,10,No,
O51164,P2295,35,0,40.21,10,No,
O51165,P2160,25,0,85.7,0,No,
O51166,P2270,35,10,99.86,0,No,
O51167,P2204,30,0,94.05,10,No,
O51168,P2200,35,10,137.67,0,No,
O51169,P2019,35,0,71.99,20,No,
O51170,P2077,25,20,63.41,0,No,
O51171,P2056,30,20,101.85,0,No,
O51172,P2017,25,10,44.08,0,No,
O51173,P2085,40,10,58.84,20,No,
O51174,P2146,40,20,160.47,10,No,
O51175,P2174,25,0,100.12,20,No,
O51176,P2155,25,10,37.47,10,No,
O51177,P2195,30,10,108.91,0,No,
O51178,P2286,25,0,73.06,0,No,
O51179,P2007,30,50,120.11000000000001,10,No,
O51180,P2265,40,0,,10,No,
O51181,P2148,25,50,80.86,0,Yes,
O51182,P2001,25,0,75.19,0,No,
O51183,P2204,40,20,108.66,0,No,
O51184,P2075,25,0,106.85,0,No,
O51185,P2267,25,20,122.13,0,Yes,Wrong Order
O51186,P2007,40,10,87.56,0,No,
O51187,P2070,35,10,148.75,0,No,
O51188,P2108,35,10,35.26,20,Yes,Wrong Order
O51189,P2034,35,0,103.51,0,No,
O51190,P2219,35,0,113.16,0,No,
O51191,P2227,35,0,23.65,20,Yes,Wrong Order
O51192,P2197,40,0,79.7,10,No,
O51193,P2095,35,10,64.77,0,No,
O51194,P2135,25,0,41.53,10,No,
O51195,P2070,35,10,57.55,0,No,
O51196,P2130,30,20,38.75,20,No,
O51197,P2191,35,0,,0,No,
O51198,P2116,25,0,93.13,0,No,
O51199,P2140,35,10,70.34,10,Yes,Late Delivery
O51200,P2181,30,20,97.42,0,No,
O51201,P2028,30,20,133.77,0,No,
O51202,P2298,40,0,56.85,0,No,
O51203,P2079,40,10,64.36,20,No,
O51204,P2112,25,10,111.59,0,No,
O51205,P2218,40,20,136.03,20,No,
O51206,P2061,30,20,92.72,10,Yes,Wrong Order
O51207,P2212,40,50,110.94,0,No,
O51208,P2035,40,50,148.31,0,No,
O51209,P2153,25,20,121.34,20,No,
O51210,P2207,40,20,80.35,10,No,
O51211,P2286,35,0,98.84,0,Yes,No Show
O51212,P2026,40,0,62.71,0,No,
O51213,P2202,40,10,75.39,0,No,
O51214,P2106,40,0,112.63999999999999,20,No,
O51215,P2288,25,50,84.74,0,No,
O51216,P2000,25,20,90.41,0,No,
O51217,P2090,30,10,91.21,10,No,
O51218,P2203,25,10,94.03,10,No,
O51219,P2096,35,0,35.97,10,No,
O51220,P2056,35,20,68.55,10,No,
O51221,P2069,25,20,53.370000000000005,20,No,
O51222,P2139,25,20,71.17,0,Yes,Rude Behavior
O51223,P2092,25,0,79.68,0,No,
O51224,P2017,25,20,102.64,0,No,
O51225,P2286,30,10,94.19,0,No,
O51226,P2224,30,0,85.47,20,No,
O51227,P2191,35,50,166.26,0,No,
O51228,P2134,30,0,44.63,0,No,
O51229,P2183,40,0,84.93,0,No,
O51230,P2166,25,0,40.67,0,No,
O51231,P2238,25,50,132.34,20,Yes,Late Delivery
O51232,P2194,30,0,69.63,0,No,
O51233,P2189,40,0,129.93,0,Yes,No Show
